"location","year","total","single","multi","multiTwo","multiThreeFour","multiFivePlus","county","status","permits_vli","permits_li","permits_mod","permits_abovemod","permits","permits_check","location_df"
"SAND CITY","2002",9,3,6,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2003",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2004",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2005",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2006",31,0,31,0,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2007",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2008",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2009",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2010",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2011",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2012",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2013",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2014",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2015",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2016",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2017",7,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAND CITY","2018",3,1,2,2,0,0,"MONTEREY","Final",0,0,0,0,0,0,"SAND CITY"
"SAND CITY","2019",8,0,8,NA,NA,NA,"MONTEREY","Final",0,0,0,4,4,4,"SAND CITY"
"SANGER","1980",75,69,6,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1981",29,23,6,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1982",13,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1983",65,57,8,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1984",93,42,51,8,38,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1985",252,48,204,2,74,128,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1986",102,92,10,2,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1987",46,46,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1988",91,87,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1989",190,56,134,4,130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1990",78,78,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1991",34,31,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1992",87,87,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1993",34,32,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1994",74,72,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1995",65,58,7,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1996",36,36,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1997",26,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1998",47,47,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","1999",39,37,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2000",65,65,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2001",94,90,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2002",50,50,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2003",278,202,76,0,4,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2004",362,360,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2005",604,600,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2006",472,468,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2007",72,72,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2008",44,44,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2009",31,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2010",33,33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2011",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2012",15,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2013",18,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2014",16,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2015",32,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2016",33,33,0,0,0,0,"FRESNO","Final",0,0,0,0,0,0,"SANGER"
"SANGER","2017",69,21,48,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2018",61,58,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANGER","2019",52,52,0,NA,NA,NA,"FRESNO","Final",0,0,33,17,50,50,"SANGER"
"SANTA ANA","1980",550,53,497,62,8,427,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1981",622,84,538,10,28,500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1982",380,31,349,10,31,308,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1983",910,234,676,28,12,636,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1984",1168,369,799,8,4,787,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1985",1387,204,1183,8,39,1136,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1986",2253,86,2167,0,27,2140,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1987",1499,127,1372,6,31,1335,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1988",492,24,468,10,17,441,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1989",313,146,167,0,0,167,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1990",94,60,34,10,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1991",43,29,14,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1992",43,37,6,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1993",74,74,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1994",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1995",6,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1996",12,10,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1997",15,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1998",42,40,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","1999",62,62,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2000",329,55,274,0,0,274,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2001",25,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2002",122,92,30,0,4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2003",184,140,44,0,4,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2004",105,100,5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2005",79,79,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2006",643,643,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2007",99,99,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2008",13,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2009",7,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2010",8,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2011",167,42,125,6,9,110,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2012",382,14,368,0,14,354,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2013",20,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA ANA","2014",95,95,0,0,0,0,"ORANGE","Final",20,20,0,242,282,282,"SANTA ANA"
"SANTA ANA","2015",541,39,502,0,0,502,"ORANGE","Final",0,0,11,127,138,138,"SANTA ANA"
"SANTA ANA","2016",219,149,70,0,0,70,"ORANGE","Final",0,12,2,285,299,299,"SANTA ANA"
"SANTA ANA","2017",441,197,244,0,3,241,"ORANGE","Final",49,20,11,115,195,195,"SANTA ANA"
"SANTA ANA","2018",621,122,499,0,0,499,"ORANGE","Final",172,388,17,796,1373,1373,"SANTA ANA"
"SANTA ANA","2019",643,97,546,NA,NA,NA,"ORANGE","Final",80,83,1,538,702,702,"SANTA ANA"
"SANTA BARBARA","1980",301,78,223,80,53,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1981",182,46,136,46,85,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1982",169,60,109,72,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1983",152,86,66,8,38,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1984",369,89,280,82,116,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1985",307,75,232,98,49,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1986",390,150,240,54,42,144,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1987",568,173,395,36,70,289,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1988",110,84,26,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1989",53,35,18,10,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1990",57,50,7,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1991",38,24,14,8,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1992",127,19,108,88,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1993",61,17,44,4,18,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1994",36,15,21,8,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1995",154,22,132,32,16,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1996",140,94,46,12,3,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1997",193,32,161,10,19,132,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1998",57,51,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","1999",59,42,17,12,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2000",45,33,12,4,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2001",48,32,16,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2002",118,60,58,0,47,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2003",95,52,43,8,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2004",209,61,148,6,119,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2005",208,42,166,26,4,136,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2006",126,47,79,10,6,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2007",92,32,60,8,6,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2008",63,19,44,4,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2009",39,16,23,2,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2010",39,18,21,2,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2011",45,15,30,4,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2012",53,10,43,0,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2013",46,25,21,2,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2014",119,7,112,8,6,98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA","2015",180,30,150,12,3,135,"SANTA BARBARA","Final",0,0,4,290,294,294,"SANTA BARBARA"
"SANTA BARBARA","2016",186,138,48,0,0,48,"SANTA BARBARA","Final",61,36,0,159,256,256,"SANTA BARBARA"
"SANTA BARBARA","2017",205,146,59,0,0,59,"SANTA BARBARA","Final",0,0,0,117,117,117,"SANTA BARBARA"
"SANTA BARBARA","2018",300,121,179,114,7,58,"SANTA BARBARA","Final",57,48,0,245,350,350,"SANTA BARBARA"
"SANTA BARBARA","2019",114,13,101,NA,NA,NA,"SANTA BARBARA","Final",0,0,0,180,180,180,"SANTA BARBARA"
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1980",783,579,204,30,19,155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1981",636,491,145,16,43,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1982",594,360,234,26,143,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1983",843,585,258,10,45,203,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1984",967,583,384,116,72,196,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1985",1201,683,518,56,54,408,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1986",1081,991,90,14,66,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1987",838,764,74,20,34,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1988",743,629,114,8,19,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1989",990,914,76,28,31,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1990",521,448,73,38,23,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1991",450,446,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1992",247,242,5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1993",209,209,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1994",294,284,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1995",313,261,52,4,32,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1996",377,346,31,16,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1997",447,299,148,12,12,124,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1998",674,578,96,18,27,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","1999",385,355,30,18,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2000",445,388,57,12,27,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2001",332,242,90,20,45,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2002",553,215,338,10,93,235,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2003",373,306,67,16,23,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2004",373,218,155,12,28,115,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2005",340,313,27,24,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2006",319,311,8,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2007",191,189,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2008",199,130,69,0,0,69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2009",129,118,11,0,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2010",203,191,12,2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2011",125,87,38,2,3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2012",175,109,66,2,8,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2013",198,186,12,8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2014",161,157,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2015",368,139,229,0,80,149,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2016",168,66,102,0,3,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2017",400,207,193,4,30,159,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2018",344,239,105,2,0,103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA BARBARA COUNTY UNINCORPORATED AREA","2019",258,241,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1980",220,98,122,4,7,111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1981",327,57,270,8,19,243,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1982",53,13,40,2,11,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1983",108,22,86,2,19,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1984",194,69,125,2,25,98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1985",697,51,646,2,24,620,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1986",901,62,839,2,0,837,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1987",720,36,684,0,4,680,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1988",238,13,225,2,0,223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1989",246,102,144,2,3,139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1990",503,43,460,0,0,460,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1991",322,86,236,0,0,236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1992",46,46,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1993",116,116,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1994",161,89,72,0,0,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1995",65,48,17,0,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1996",323,55,268,2,4,262,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1997",231,183,48,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1998",453,177,276,0,4,272,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","1999",526,41,485,0,3,482,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2000",217,166,51,4,4,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2001",551,75,476,14,0,462,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2002",547,490,57,0,0,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2003",1113,243,870,0,0,870,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2004",636,319,317,0,0,317,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2005",910,195,715,0,31,684,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2006",510,80,430,0,0,430,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2007",90,85,5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2008",535,43,492,2,0,490,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2009",69,9,60,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2010",33,18,15,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2011",161,34,127,0,20,107,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2012",126,49,77,0,11,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2013",496,74,422,0,0,422,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2014",1687,56,1631,0,24,1607,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA","2015",251,117,134,0,4,130,"SANTA CLARA","Final",0,0,19,212,231,231,"SANTA CLARA"
"SANTA CLARA","2016",419,68,351,0,4,347,"SANTA CLARA","Final",1,1,16,399,417,417,"SANTA CLARA"
"SANTA CLARA","2017",1528,83,1445,4,0,1441,"SANTA CLARA","Final",0,0,6,1609,1615,1615,"SANTA CLARA"
"SANTA CLARA","2018",1248,164,1084,0,4,1080,"SANTA CLARA","Final",0,0,5,1162,1167,1167,"SANTA CLARA"
"SANTA CLARA","2019",628,257,371,NA,NA,NA,"SANTA CLARA","Final",130,15,8,626,779,779,"SANTA CLARA"
"SANTA CLARA COUNTY UNINCORPORATED AREA","1980",306,288,18,6,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1981",295,289,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1982",98,66,32,0,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1983",121,117,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1984",148,148,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1985",162,146,16,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1986",194,190,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1987",527,209,318,0,0,318,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1988",234,234,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1989",258,229,29,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1990",182,180,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1991",115,115,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1992",99,95,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1993",48,48,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1994",56,56,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1995",65,65,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1996",248,124,124,0,0,124,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1997",148,148,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1998",265,265,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","1999",174,174,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","2000",397,153,244,0,28,216,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","2001",110,110,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","2002",111,111,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","2003",97,93,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","2004",97,95,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","2005",117,117,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTA CLARA COUNTY UNINCORPORATED AREA","2006",118,118,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
