"GEO_ID","NAME","B25077_001E","B25077_001M"
"1600000US0673108","South Lake Tahoe city, California","391600","17299"
"1600000US0647766","Milpitas city, California","782300","16089"
"1600000US0636000","Huntington Beach city, California","728200","8772"
"1600000US0619155","Diablo Grande CDP, California","366200","29967"
"1600000US0603820","Banning city, California","222900","6824"
"1600000US0634484","Hood CDP, California","422200","276696"
"1600000US0636126","Hydesville CDP, California","410600","78006"
"1600000US0636616","Inverness CDP, California","913000","95046"
"1600000US0645680","March ARB CDP, California","300000","112618"
"1600000US0680476","Trinity Center CDP, California","170200","105215"
"1600000US0663148","Round Valley CDP, California","393300","77817"
"1600000US0655048","Pajaro Dunes CDP, California","868400","369507"
"1600000US0603694","Ballard CDP, California","902500","61699"
"1600000US0607470","Bonny Doon CDP, California","845600","31171"
"1600000US0671362","Shell Ridge CDP, California","965700","95490"
"1600000US0664420","San Andreas CDP, California","174600","37326"
"1600000US0678582","Thousand Oaks city, California","695400","8075"
"1600000US0646223","Matheny CDP, California","88900","18997"
"1600000US0621558","Edmundson Acres CDP, California","123400","65201"
"1600000US0630345","Gold River CDP, California","481900","18189"
"1600000US0608680","Buckhorn CDP, California","239300","20192"
"1600000US0636868","Isla Vista CDP, California","380900","103978"
"1600000US0645512","Manton CDP, California","454200","189386"
"1600000US0657512","Pixley CDP, California","123100","19867"
"1600000US0607694","Boulevard CDP, California","274600","124646"
"1600000US0643224","Los Alamitos city, California","755000","40243"
"1600000US0602770","Arnold CDP, California","279300","16868"
"1600000US0614218","Clovis city, California","308300","4548"
"1600000US0602980","Ashland CDP, California","464700","25205"
"1600000US0648816","Montebello city, California","466700","9047"
"1600000US0619416","Dobbins CDP, California","307600","246099"
"1600000US0603204","Auburn city, California","418400","20097"
"1600000US0639248","Laguna Niguel city, California","795300","18006"
"1600000US0637106","Jamestown CDP, California","189300","25115"
"1600000US0653070","Oakley city, California","393100","11259"
"1600000US0645414","Manila CDP, California","244800","53941"
"1600000US0651622","Norris Canyon CDP, California","1962700","197082"
"1600000US0647013","Mesa CDP, California","410900","47782"
"1600000US0669182","Santa Margarita CDP, California","452200","125126"
"1600000US0606982","Black Point-Green Point CDP, California","1027200","122953"
"1600000US0668308","San Pasqual CDP, California","861700","45981"
"1600000US0612412","Centerville CDP, California","215400","146861"
"1600000US0678288","Terra Bella CDP, California","154700","52854"
"1600000US0649684","Mountain View Acres CDP, California","196400","18499"
"1600000US0625296","Fortuna city, California","266000","9051"
"1600000US0675315","Strawberry CDP (Marin County), California","1666400","143550"
"1600000US0632506","Hawaiian Gardens city, California","339700","17057"
"1600000US0620284","Dustin Acres CDP, California","144900","30839"
"1600000US0639178","Laguna Beach city, California","1700400","121434"
"1600000US0603512","Baker CDP, California","22900","19286"
"1600000US0613364","Chualar CDP, California","261800","36744"
"1600000US0627014","Friant CDP, California","150400","35222"
"1600000US0665042","San Buenaventura (Ventura) city, California","537200","10135"
"1600000US0603302","Avenal city, California","138900","9986"
"1600000US0622622","Empire CDP, California","141400","35107"
"1600000US0601640","American Canyon city, California","468400","18178"
"1600000US0602000","Anaheim city, California","538700","8298"
"1600000US0611418","Carnelian Bay CDP, California","578500","70667"
"1600000US0684921","West Whittier-Los Nietos CDP, California","421100","9562"
"1600000US0632548","Hawthorne city, California","499200","20561"
"1600000US0609780","California City city, California","113000","7222"
"1600000US0647710","Mill Valley city, California","1510800","120907"
"1600000US0630938","Greenacres CDP, California","220000","12309"
"1600000US0640426","Larkfield-Wikiup CDP, California","545600","40791"
"1600000US0642566","London CDP, California","115500","37766"
"1600000US0658814","Proberta CDP, California","98600","61272"
"1600000US0600786","Alderpoint CDP, California","338500","65368"
"1600000US0685614","Willowbrook CDP, California","296100","15363"
"1600000US0651280","Nicasio CDP, California","1562500","802784"
"1600000US0617078","Cressey CDP, California","209400","165908"
"1600000US0627190","Fuller Acres CDP, California","138600","77105"
"1600000US0614260","Coachella city, California","207300","8002"
"1600000US0656196","Paynes Creek CDP, California","194600","97402"
"1600000US0681344","Upland city, California","489600","7629"
"1600000US0643140","Loomis town, California","370700","26704"
"1600000US0636434","Indian Wells city, California","706800","42731"
"1600000US0645386","Manchester CDP, California","360000","73201"
"1600000US0600898","Alhambra Valley CDP, California","977500","119497"
"1600000US0680812","Turlock city, California","288800","7268"
"1600000US0623350","Fairview CDP, California","606800","20396"
"1600000US0609353","Bystrom CDP, California","150900","22413"
"1600000US0666140","San Fernando city, California","396200","13110"
"1600000US0644399","Lucas Valley-Marinwood CDP, California","891600","44064"
"1600000US0644574","Lynwood city, California","371800","7309"
"1600000US0668028","San Juan Capistrano city, California","678200","33236"
"1600000US0600716","Albion CDP, California","480800","449249"
"1600000US0604716","Bear Valley CDP (Alpine County), California","464300","129425"
"1600000US0621026","East Quincy CDP, California","211000","20362"
"1600000US0682422","Vernon city, California","387500","285242"
"1600000US0682996","Vista city, California","452000","7481"
"1600000US0680994","Twentynine Palms city, California","132200","18109"
"1600000US0626056","French Gulch CDP, California","88200","29765"
"1600000US0609122","Burney CDP, California","146100","11429"
"1600000US0663106","Rough and Ready CDP, California","298600","122119"
"1600000US0663316","Running Springs CDP, California","244600","25456"
"1600000US0637484","Johnstonville CDP, California","203700","21786"
"1600000US0601150","Alondra Park CDP, California","549900","25835"
"1600000US0610256","Cameron Park CDP, California","415500","14126"
"1600000US0682590","Victorville city, California","205300","4878"
"1600000US0655156","Palmdale city, California","254800","4874"
"1600000US0685012","Wheatland city, California","242700","20385"
"1600000US0660704","Ridgecrest city, California","172400","9099"
"1600000US0649180","Morada CDP, California","673700","137719"
"1600000US0670770","Sebastopol city, California","626500","45757"
"1600000US0603526","Bakersfield city, California","240900","2973"
"1600000US0630476","Goshen CDP, California","132700","16577"
"1600000US0652302","North Shore CDP, California","132800","35354"
"1600000US0659346","Ramona CDP, California","457000","19436"
"1600000US0600212","Acton CDP, California","528600","30395"
"1600000US0614890","Colton city, California","233000","11101"
"1600000US0667112","San Jacinto city, California","219300","7293"
"1600000US0640354","La Quinta city, California","386200","13128"
"1600000US0618153","Day Valley CDP, California","883000","76039"
"1600000US0658478","Potrero CDP, California","237500","126545"
"1600000US0619794","Downieville CDP, California","156300","63041"
"1600000US0645232","Malaga CDP, California","140600","40972"
"1600000US0669112","Santa Cruz city, California","803800","20170"
"1600000US0624092","Fillmore city, California","388300","21144"
"1600000US0665112","Sand City city, California","525000","130947"
"1600000US0657260","Pine Valley CDP, California","439900","26669"
"1600000US0673690","Spring Valley CDP (Lake County), California","227000","59031"
"1600000US0654092","Orangevale CDP, California","357100","6286"
"1600000US0637582","Julian CDP, California","377500","61472"
"1600000US0654274","Orland city, California","199600","20774"
"1600000US0662000","Riverside city, California","344700","2726"
"1600000US0638065","Kennedy CDP, California","151800","46336"
"1600000US0614708","Collierville CDP, California","389700","75176"
"1600000US0612860","Cherokee Strip CDP, California","102500","67248"
"1600000US0681736","Valley Center CDP, California","577600","26502"
"1600000US0602042","Anderson city, California","181400","14507"
"1600000US0686216","Woodacre CDP, California","841900","81465"
"1600000US0658296","Port Hueneme city, California","385900","25157"
"1600000US0617022","Crescent City city, California","158200","27393"
"1600000US0653505","Old Fig Garden CDP, California","335300","24043"
"1600000US0619024","Desert Shores CDP, California","48100","30316"
"1600000US0685684","Willows city, California","214100","17248"
"1600000US0659896","Red Corral CDP, California","281800","23553"
"1600000US0686832","Yorba Linda city, California","829700","15357"
"1600000US0633633","Highlands-Baywood Park CDP, California","1582300","76074"
"1600000US0659962","Redlands city, California","372600","8222"
"1600000US0687056","Yucca Valley town, California","168400","6838"
"1600000US0651140","Newman city, California","213800","46152"
"1600000US0639486","Lake Elsinore city, California","333600","6885"
"1600000US0662700","Rollingwood CDP, California","317500","38184"
"1600000US0653000","Oakland city, California","627800","8326"
"1600000US0622846","Esparto CDP, California","259200","38044"
"1600000US0657526","Placentia city, California","609400","8472"
"1600000US0620598","East Foothills CDP, California","844500","29612"
"1600000US0644364","Loyalton city, California","115200","21662"
"1600000US0616434","Corralitos CDP, California","898700","76206"
"1600000US0675154","Stonyford CDP, California","212500","146360"
"1600000US0636294","Imperial Beach city, California","488800","20738"
"1600000US0670712","Sea Ranch CDP, California","785900","124356"
"1600000US0632044","Harbison Canyon CDP, California","464100","47096"
"1600000US0684438","Westlake Village city, California","913400","46767"
"1600000US0603205","Auburn Lake Trails CDP, California","382300","39650"
"1600000US0686230","Woodbridge CDP, California","386800","44573"
"1600000US0620802","East Los Angeles CDP, California","375700","5775"
"1600000US0624008","Fieldbrook CDP, California","382500","26086"
"1600000US0639460","Lake California CDP, California","206300","18840"
"1600000US0607525","Bootjack CDP, California","266700","37345"
"1600000US0683085","Vista Santa Rosa CDP, California","223800","47160"
"1600000US0653714","Olivehurst CDP, California","163400","10075"
"1600000US0654232","Orinda city, California","1342100","56046"
"1600000US0664140","St. Helena city, California","928800","79796"
"1600000US0603666","Baldwin Park city, California","380400","5646"
"1600000US0631162","Greenville CDP, California","116700","26873"
"1600000US0623910","Ferndale city, California","393900","28086"
"1600000US0619406","Dixon Lane-Meadow Creek CDP, California","66400","31780"
"1600000US0625030","Fort Bidwell CDP, California","169600","94971"
"1600000US0625436","Fowler city, California","241900","34010"
"1600000US0641142","Lemon Hill CDP, California","160800","7564"
"1600000US0607498","Bonsall CDP, California","690800","53835"
"1600000US0613756","Claremont city, California","645400","10871"
"1600000US0685222","Whitley Gardens CDP, California","471400","51710"
"1600000US0653294","Oceano CDP, California","350700","33399"
"1600000US0644042","Los Berros CDP, California","714700","202851"
"1600000US0636882","Isleton city, California","207800","34123"
"1600000US0624897","Forest Meadows CDP, California","372500","55994"
"1600000US0619724","Douglas City CDP, California","230000","30703"
"1600000US0618394","Delano city, California","172100","4445"
"1600000US0610508","Campo CDP, California","256200","25611"
"1600000US0623826","Felton CDP, California","614700","35678"
"1600000US0622034","Elkhorn CDP, California","454200","41481"
"1600000US0678336","Teviston CDP, California","151300","101611"
"1600000US0639003","La Cañada Flintridge city, California","1404000","60490"
"1600000US0670742","Seaside city, California","445000","15099"
"1600000US0677784","Talmage CDP, California","371100","139217"
"1600000US0664224","Salinas city, California","378000","8377"
"1600000US0645120","Magalia CDP, California","161600","8592"
"1600000US0609346","Byron CDP, California","485900","138622"
"1600000US0607260","Bodega Bay CDP, California","703300","148109"
"1600000US0640592","Las Lomas CDP, California","472300","65211"
"1600000US0624568","Flournoy CDP, California","309100","75403"
"1600000US0682954","Visalia city, California","224100","5186"
"1600000US0617918","Daly City city, California","711800","11571"
"1600000US0678638","Three Rivers CDP, California","315600","38079"
"1600000US0636672","Ione city, California","286100","24290"
"1600000US0673815","Squirrel Mountain Valley CDP, California","231700","22076"
"1600000US0613910","Clear Creek CDP, California","162500","82286"
"1600000US0651182","Newport Beach city, California","1787300","74088"
"1600000US0620228","Dunnigan CDP, California","126900","67093"
"1600000US0645050","Madera Acres CDP, California","220300","9180"
"1600000US0616462","Corte Madera town, California","1175000","49953"
"1600000US0653980","Orange city, California","635500","6809"
"1600000US0610345","Campbell city, California","989600","29889"
"1600000US0673906","Stanford CDP, California","1703700","883783"
"1600000US0612612","Challenge-Brownsville CDP, California","163300","102696"
"1600000US0606210","Bethel Island CDP, California","122300","101675"
"1600000US0620942","East Orosi CDP, California","120000","111076"
"1600000US0639472","Lake City CDP, California","188600","118672"
"1600000US0677960","Tarpey Village CDP, California","204100","13245"
"1600000US0603344","Avocado Heights CDP, California","465600","11552"
"1600000US0659444","Rancho Cordova city, California","278800","4737"
"1600000US0639645","Lake Mathews CDP, California","458800","35321"
"1600000US0673430","South Whittier CDP, California","453900","6119"
"1600000US0686380","Woodlands CDP, California","761800","81168"
"1600000US0675000","Stockton city, California","248000","4196"
"1600000US0602896","Artesia city, California","505300","38222"
"1600000US0620697","East Hemet CDP, California","227000","9732"
"1600000US0617274","Crockett CDP, California","470200","23194"
"1600000US0681204","Union City city, California","688800","13869"
"1600000US0619052","Desert View Highlands CDP, California","204000","33956"
"1600000US0617428","Crows Landing CDP, California","214700","115983"
"1600000US0684345","West Goshen CDP, California","163900","72227"
"1600000US0656826","Phelan CDP, California","207800","20832"
"1600000US0619654","Dos Palos Y CDP, California","155100","60585"
"1600000US0621210","East Tulare Villa CDP, California","175000","88150"
"1600000US0608240","Bridgeport CDP, California","206900","121327"
"1600000US0661124","River Pines CDP, California","157500","68337"
"1600000US0657134","Pine Flat CDP, California","154500","66013"
"1600000US0640830","La Verne city, California","562300","11342"
"1600000US0616630","Cottonwood CDP, California","158000","8179"
"1600000US0677574","Taft city, California","151600","16876"
"1600000US0673868","Stallion Springs CDP, California","270300","22978"
"1600000US0684550","Westminster city, California","581900","7458"
"1600000US0673554","Spaulding CDP, California","253700","53692"
"1600000US0614274","Coalinga city, California","165900","6131"
"1600000US0622300","El Paso de Robles (Paso Robles) city, California","433900","10849"
"1600000US0637692","Jurupa Valley city, California","339400","6010"
"1600000US0652379","North Tustin CDP, California","901100","20339"
"1600000US0630028","Glen Ellen CDP, California","704000","152713"
"1600000US0612916","Cherry Valley CDP, California","253700","28958"
"1600000US0618982","Desert Center CDP, California","113300","7762"
"1600000US0661106","Riverdale Park CDP, California","207700","43212"
"1600000US0642006","Livingston city, California","222400","17507"
"1600000US0680763","Tuolumne City CDP, California","289200","68285"
"1600000US0636452","Indio Hills CDP, California","188900","54483"
"1600000US0616000","Concord city, California","509500","9583"
"1600000US0619192","Diamond Bar city, California","640600","9130"
"1600000US0607512","Boonville CDP, California","358300","37426"
"1600000US0653182","Oak View CDP, California","491400","41444"
"1600000US0641110","Lemon Cove CDP, California","230000","85609"
"1600000US0602553","Arden-Arcade CDP, California","353400","7810"
"1600000US0605276","Bend CDP, California","328000","104346"
"1600000US0672156","Sky Valley CDP, California","144800","40376"
"1600000US0648760","Montara CDP, California","914400","60484"
"1600000US0684774","West Puente Valley CDP, California","413400","9105"
"1600000US0681050","Twin Lakes CDP, California","772700","142859"
"1600000US0649796","Mount Hermon CDP, California","617000","70239"
"1600000US0648648","Monrovia city, California","634300","19439"
"1600000US0658240","Porterville city, California","165100","3519"
"1600000US0603190","Auberry CDP, California","281300","29578"
"1600000US0642146","Lockwood CDP, California","235300","75610"
"1600000US0600947","Aliso Viejo city, California","610600","11989"
"1600000US0641782","Litchfield CDP, California","112500","80974"
"1600000US0670798","Seeley CDP, California","138600","56168"
"1600000US0609834","California Pines CDP, California","86500","17955"
"1600000US0644406","Lucerne CDP, California","119000","39235"
"1600000US0600394","Agoura Hills city, California","772900","33194"
"1600000US0606150","Bertsch-Oceanview CDP, California","130400","49946"
"1600000US0659587","Rancho Santa Margarita city, California","652400","9617"
"1600000US0602812","Aromas CDP, California","609400","45075"
"1600000US0639122","Lafayette city, California","1302900","60473"
"1600000US0654008","Orange Cove city, California","129000","19314"
"1600000US0641194","Lenwood CDP, California","94800","21890"
"1600000US0614450","Cold Springs CDP (El Dorado County), California","277500","175014"
"1600000US0670224","Santee city, California","422700","6360"
"1600000US0648788","Montclair city, California","334500","9471"
"1600000US0624680","Fontana city, California","351700","3789"
"1600000US0668364","San Rafael city, California","873800","16021"
"1600000US0682086","Vandenberg Village CDP, California","362300","17039"
"1600000US0619455","Dollar Point CDP, California","450800","81805"
"1600000US0653476","Ojai city, California","693400","36999"
"1600000US0657070","Pine Canyon CDP, California","329600","22390"
"1600000US0639715","Lake Riverside CDP, California","300500","36077"
"1600000US0609948","Callender CDP, California","677500","96346"
"1600000US0625380","Fountain Valley city, California","688000","9779"
"1600000US0672016","Simi Valley city, California","553800","7390"
"1600000US0644644","Lytle Creek CDP, California","277300","115419"
"1600000US0619022","Desert Palms CDP, California","361200","20531"
"1600000US0671927","Silverado Resort CDP, California","1241700","142111"
"1600000US0619339","Discovery Bay CDP, California","574700","16573"
"1600000US0633000","Hayward city, California","519600","10638"
"1600000US0614406","Coffee Creek CDP, California","407900","139367"
"1600000US0624498","Florin CDP, California","215100","10484"
"1600000US0658072","Pomona city, California","367400","5296"
"1600000US0639836","Lakeview CDP, California","305600","43341"
"1600000US0607848","Boyes Hot Springs CDP, California","533000","48645"
"1600000US0624638","Folsom city, California","488400","6130"
"1600000US0601651","Amesti CDP, California","523800","64563"
"1600000US0638156","Kenwood CDP, California","720200","194875"
"1600000US0656518","Penn Valley CDP, California","318600","124717"
"1600000US0682334","Verdi CDP, California","384500","104389"
"1600000US0601458","Alum Rock CDP, California","591500","23672"
"1600000US0623182","Fairfield city, California","377400","7871"
"1600000US0628000","Fullerton city, California","625800","8911"
"1600000US0636203","Idyllwild-Pine Cove CDP, California","276300","27609"
"1600000US0645932","Mariposa CDP, California","170500","73043"
"1600000US0600296","Adelanto city, California","181600","10464"
"1600000US0617267","C-Road CDP, California","281000","141231"
"1600000US0648592","Monmouth CDP, California","140600","43174"
"1600000US0684385","Westhaven-Moonstone CDP, California","383300","46221"
"1600000US0611614","Caruthers CDP, California","169600","19436"
"1600000US0676040","Sunny Slopes CDP, California","288300","23666"
"1600000US0677588","Taft Heights CDP, California","134100","25964"
"1600000US0623616","Farmersville city, California","143000","9851"
"1600000US0653910","Onyx CDP, California","49200","17385"
"1600000US0634652","Hopland CDP, California","336100","98567"
"1600000US0652694","Oakdale city, California","284500","12363"
"1600000US0669084","Santa Clara city, California","927200","13769"
"1600000US0659115","Rackerby CDP, California","225000","74821"
"1600000US0628154","Garberville CDP, California","361600","119328"
"1600000US0630378","Goleta city, California","783600","19591"
"1600000US0630392","Gonzales city, California","343800","16824"
"1600000US0654372","Orosi CDP, California","134900","16847"
"1600000US0613182","Chinese Camp CDP, California","340000","228132"
"1600000US0669088","Santa Clarita city, California","497500","5435"
"1600000US0602252","Antioch city, California","366100","6379"
"1600000US0647086","Mesa Vista CDP, California","367200","36366"
"1600000US0639259","Laguna Woods city, California","278300","11219"
"1600000US0604415","Bay Point CDP, California","275100","19882"
"1600000US0623126","Exeter city, California","191400","12933"
"1600000US0646170","Marysville city, California","170400","9628"
"1600000US0656756","Pescadero CDP, California","809500","552538"
"1600000US0623000","Eucalyptus Hills CDP, California","547500","40720"
"1600000US0673080","South Gate city, California","375900","5404"
"1600000US0668294","San Pablo city, California","325600","15141"
"1600000US0630798","Grass Valley city, California","305500","22618"
"1600000US0651840","North Fair Oaks CDP, California","868700","41857"
"1600000US0638226","Kerman city, California","208700","16080"
"1600000US0617988","Danville town, California","1043200","24556"
"1600000US0609310","Butte Creek Canyon CDP, California","412100","84227"
"1600000US0663168","Rouse CDP, California","165200","8947"
"1600000US0657240","Pine Mountain Club CDP, California","217200","26955"
"1600000US0684928","Westwood CDP, California","104000","33539"
"1600000US0640088","Lamont CDP, California","123700","9823"
"1600000US0634302","Home Gardens CDP, California","333800","11780"
"1600000US0645358","Mammoth Lakes town, California","375300","63574"
"1600000US0644000","Los Angeles city, California","599700","2809"
"1600000US0687090","Zayante CDP, California","530100","114617"
"1600000US0637120","Jamul CDP, California","663800","32223"
"1600000US0681666","Vallejo city, California","338200","5204"
"1600000US0653322","Oceanside city, California","460100","7253"
"1600000US0656924","Pico Rivera city, California","415100","6339"
"1600000US0681358","Upper Lake CDP, California","228800","70776"
"1600000US0630994","Greenfield city, California","272400","17243"
"1600000US0641558","Lincoln Village CDP, California","254100","20912"
"1600000US0649278","Morgan Hill city, California","799100","19118"
"1600000US0655800","Parkway CDP, California","215600","9472"
"1600000US0617568","Culver City city, California","801200","33374"
"1600000US0656000","Pasadena city, California","737100","13495"
"1600000US0641026","Leggett CDP, California","375000","193379"
"1600000US0625506","Franklin CDP (Sacramento County), California","330000","91932"
"1600000US0684780","West Rancho Dominguez CDP, California","339000","7900"
"1600000US0648480","Mokelumne Hill CDP, California","261400","85621"
"1600000US0613945","Clearlake city, California","96500","13307"
"1600000US0677042","Sunol CDP, California","1104200","162315"
"1600000US0630014","Glendora city, California","562500","11533"
"1600000US0638772","Knightsen CDP, California","723500","91090"
"1600000US0616378","Coronado city, California","1537000","69455"
"1600000US0618352","Del Aire CDP, California","599500","24869"
"1600000US0654806","Pacifica city, California","818100","11743"
"1600000US0658191","Poplar-Cotton Center CDP, California","112500","17973"
"1600000US0622678","Encinitas city, California","913700","17446"
"1600000US0657764","Pleasant Hill city, California","680500","13846"
"1600000US0684680","West Park CDP, California","146900","45228"
"1600000US0633434","Hesperia city, California","219600","4842"
"1600000US0613214","Chino Hills city, California","597400","10313"
"1600000US0677924","Tara Hills CDP, California","413100","30325"
"1600000US0674130","Stevenson Ranch CDP, California","675300","23279"
"1600000US0637918","Keeler CDP, California","26900","17548"
"1600000US0672954","South Dos Palos CDP, California","105400","30770"
"1600000US0638044","Kelseyville CDP, California","150900","67165"
"1600000US0656870","Phoenix Lake CDP, California","362900","38075"
"1600000US0622524","Elverta CDP, California","300200","22741"
"1600000US0611040","Capitola city, California","634400","56592"
"1600000US0684410","West Hollywood city, California","729400","45701"
"1600000US0681652","Vallecito CDP, California","292500","46465"
"1600000US0639885","Lake Wildwood CDP, California","384500","30202"
"1600000US0683542","Wasco city, California","160000","4586"
"1600000US0641572","Linda CDP, California","177900","22584"
"1600000US0669070","Santa Barbara city, California","993600","27137"
"1600000US0604926","Bella Vista CDP, California","289100","35698"
"1600000US0613966","Clearlake Oaks CDP, California","142800","72429"
"1600000US0642328","Loleta CDP, California","229500","40340"
"1600000US0618926","Derby Acres CDP, California","97500","31829"
"1600000US0662938","Roseville city, California","420100","4694"
"1600000US0610032","Calwa CDP, California","115000","10681"
"1600000US0651042","Newell CDP, California","54100","19300"
"1600000US0629420","Geyserville CDP, California","611800","87076"
"1600000US0617727","Cuyama CDP, California","114300","8300"
"1600000US0644112","Los Gatos town, California","1586700","47575"
"1600000US0609150","Burnt Ranch CDP, California","241900","48421"
"1600000US0644182","Los Osos CDP, California","498200","23770"
"1600000US0606028","Bermuda Dunes CDP, California","344400","22195"
"1600000US0611324","Carmel Valley Village CDP, California","889200","84273"
"1600000US0676015","Sunnyside-Tahoe City CDP, California","634000","82417"
"1600000US0684200","West Covina city, California","490000","5515"
"1600000US0611964","Castro Valley CDP, California","692300","13663"
"1600000US0605332","Ben Lomond CDP, California","668500","27025"
"1600000US0646400","Mayfair CDP, California","135300","24277"
"1600000US0649348","Morongo Valley CDP, California","134400","25900"
"1600000US0649950","Muir Beach CDP, California","1129300","154121"
"1600000US0659080","Quincy CDP, California","264700","160703"
"1600000US0621012","East Porterville CDP, California","121700","11622"
"1600000US0600310","Adin CDP, California","128800","53231"
"1600000US0605262","Benbow CDP, California","294800","82468"
"1600000US0648928","Monte Rio CDP, California","415300","48540"
"1600000US0638086","Kensington CDP, California","894200","30319"
"1600000US0670728","Searles Valley CDP, California","57800","8974"
"1600000US0647374","Midpines CDP, California","296500","55336"
"1600000US0677308","Sun Village CDP, California","230900","14934"
"1600000US0677430","Swall Meadows CDP, California","641700","50153"
"1600000US0640340","La Puente city, California","391200","9982"
"1600000US0644140","Los Molinos CDP, California","136300","48759"
"1600000US0607974","Bradley CDP, California","280800","46391"
"1600000US0657456","Pittsburg city, California","356300","7665"
"1600000US0655528","Paradise CDP, California","378000","54426"
"1600000US0678138","Temescal Valley CDP, California","433900","9960"
"1600000US0631883","Hamilton Branch CDP, California","282100","23544"
"1600000US0602382","Aptos Hills-Larkin Valley CDP, California","829600","98290"
"1600000US0640032","La Mirada city, California","516500","13203"
"1600000US0625488","Franklin CDP (Merced County), California","168600","14158"
"1600000US0630693","Granite Bay CDP, California","727800","27799"
"1600000US0663134","Round Mountain CDP, California","127900","86349"
"1600000US0631092","Green Valley CDP (Los Angeles County), California","269200","28961"
"1600000US0607036","Bloomfield CDP, California","776000","612858"
"1600000US0654848","Pacific Grove city, California","825100","26195"
"1600000US0653224","Oasis CDP, California","15400","13731"
"1600000US0611250","Carmel-by-the-Sea city, California","1384000","202831"
"1600000US0648452","Mojave CDP, California","98300","23305"
"1600000US0623042","Eureka city, California","270600","13273"
"1600000US0625534","Frazier Park CDP, California","154700","13452"
"1600000US0655728","Parklawn CDP, California","140500","33811"
"1600000US0625338","Foster City city, California","1153600","23458"
"1600000US0637946","Keene CDP, California","404800","193756"
"1600000US0622328","El Portal CDP, California","245500","33043"
"1600000US0658030","Pollock Pines CDP, California","269200","12526"
"1600000US0655842","Parkwood CDP, California","154400","41238"
"1600000US0682667","View Park-Windsor Hills CDP, California","718900","38584"
"1600000US0677728","Tahoma CDP, California","510600","79722"
"1600000US0601416","Alto CDP, California","1715100","890826"
"1600000US0641992","Livermore city, California","692000","8753"
"1600000US0662826","Rosamond CDP, California","187500","13857"
"1600000US0630686","Grangeville CDP, California","347300","60279"
"1600000US0608828","Buena Vista CDP, California","106400","43632"
"1600000US0671774","Sierra Brooks CDP, California","176300","40394"
"1600000US0654386","Oroville city, California","177000","9672"
"1600000US0649670","Mountain View city, California","1214800","37793"
"1600000US0655618","Paramount city, California","323600","15353"
"1600000US0639670","Lake Nacimiento CDP, California","355800","26098"
"1600000US0631246","Grenada CDP, California","143100","14994"
"1600000US0644420","Lucerne Valley CDP, California","154900","23325"
"1600000US0606567","Big Lagoon CDP, California","350000","268619"
"1600000US0685894","Winchester CDP, California","232100","95341"
"1600000US0607218","Blythe city, California","142600","11654"
"1600000US0685992","Winter Gardens CDP, California","399200","29217"
"1600000US0664462","San Antonio Heights CDP, California","703400","87572"
"1600000US0685292","Whittier city, California","528400","13173"
"1600000US0611768","Caspar CDP, California","448800","132217"
"1600000US0667056","Sanger city, California","192100","8824"
"1600000US0651028","New Cuyama CDP, California","116800","26668"
"1600000US0613784","Clarksburg CDP, California","406600","297551"
